Label (Grouping),Population 18 to 24 years,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Percent high school graduate or higher,Percent bachelor's degree or higher,Population 25 to 34 years,High school graduate or higher,Bachelor's degree or higher,Population 35 to 44 years,High school graduate or higher,Bachelor's degree or higher,Population 45 to 64 years,High school graduate or higher,Bachelor's degree or higher,Population 65 years and over,High school graduate or higher,Bachelor's degree or higher
"Census Tract 5092.01, Santa Clara County, California!!Male!!Estimate",68,0.00%,0.00%,19.10%,80.90%,"1,665",2.30%,5.60%,17.00%,13.50%,3.70%,31.90%,26.00%,92.10%,57.90%,602,100.00%,75.70%,365,66.60%,52.60%,599,98.30%,50.10%,99,100.00%,16.20%
"Census Tract 5092.01, Santa Clara County, California!!Male!!Margin of Error",±71,±39.9,±39.9,±37.1,±37.1,±242,±2.5,±4.6,±10.1,±7.2,±3.9,±12.9,±6.7,±5.0,±12.1,±208,±6.4,±15.7,±137,±18.0,±18.5,±106,±2.6,±16.0,±54,±32.0,±35.8
"Census Tract 5092.01, Santa Clara County, California!!Female!!Estimate",131,0.00%,0.00%,64.10%,35.90%,"1,549",0.60%,2.50%,15.40%,14.20%,5.60%,26.90%,34.80%,96.80%,61.70%,400,90.30%,85.80%,246,95.90%,65.00%,653,100.00%,47.20%,250,100.00%,57.60%
"Census Tract 5092.01, Santa Clara County, California!!Female!!Margin of Error",±111,±25.8,±25.8,±34.6,±34.6,±202,±1.1,±3.1,±8.9,±7.9,±4.2,±7.2,±8.5,±3.3,±9.3,±159,±11.9,±13.4,±108,±6.9,±18.7,±92,±5.9,±14.1,±57,±14.7,±29.1
"Census Tract 5092.02, Santa Clara County, California!!Total!!Estimate",408,3.70%,22.30%,34.10%,40.00%,"3,223",8.90%,2.40%,15.50%,15.60%,2.50%,32.20%,22.80%,88.70%,55.00%,759,93.40%,62.80%,908,90.50%,66.30%,921,91.50%,52.40%,635,76.50%,33.20%
"Census Tract 5092.02, Santa Clara County, California!!Total!!Margin of Error",±142,±5.0,±13.6,±16.0,±20.3,±241,±4.7,±1.4,±6.0,±3.3,±1.4,±5.4,±4.5,±5.3,±6.0,±130,±4.7,±12.4,±150,±12.0,±11.7,±129,±7.8,±9.7,±92,±11.0,±10.8
"Census Tract 5092.02, Santa Clara County, California!!Male!!Estimate",212,7.10%,32.10%,26.40%,34.40%,"1,544",9.30%,0.90%,12.00%,18.60%,3.20%,25.10%,30.90%,89.80%,56.00%,403,89.80%,57.60%,475,87.80%,62.30%,440,93.20%,53.40%,226,87.60%,44.70%
"Census Tract 5092.02, Santa Clara County, California!!Male!!Margin of Error",±105,±9.4,±20.6,±23.1,±30.0,±160,±6.4,±1.5,±5.0,±5.3,±2.3,±6.5,±7.5,±6.0,±7.9,±107,±7.7,±17.7,±107,±15.8,±18.1,±96,±6.4,±11.8,±62,±11.6,±19.6
"Census Tract 5092.02, Santa Clara County, California!!Female!!Estimate",196,0.00%,11.70%,42.30%,45.90%,"1,679",8.50%,3.80%,18.80%,12.90%,1.90%,38.70%,15.40%,87.70%,54.10%,356,97.50%,68.80%,433,93.50%,70.70%,481,90.00%,51.60%,409,70.40%,26.90%
"Census Tract 5092.02, Santa Clara County, California!!Female!!Margin of Error",±101,±18.4,±11.3,±27.3,±29.9,±151,±6.4,±2.8,±8.3,±4.2,±1.7,±7.7,±5.1,±6.9,±7.2,±91,±4.8,±18.8,±97,±8.2,±11.8,±72,±11.9,±11.5,±82,±14.4,±13.2
"Census Tract 5093.02, Santa Clara County, California!!Total!!Estimate",111,3.60%,22.50%,41.40%,32.40%,"2,083",3.80%,3.20%,8.60%,14.10%,8.90%,29.10%,32.20%,92.90%,61.30%,429,90.00%,58.70%,413,95.20%,86.40%,775,99.40%,63.50%,466,83.00%,37.80%
"Census Tract 5093.02, Santa Clara County, California!!Total!!Margin of Error",±53,±7.4,±21.5,±32.8,±36.0,±149,±2.4,±2.3,±2.7,±4.9,±4.3,±7.1,±8.0,±3.8,±7.5,±128,±8.1,±18.8,±107,±6.6,±10.8,±123,±1.5,±11.3,±64,±9.3,±14.1
"Census Tract 5093.02, Santa Clara County, California!!Male!!Estimate",90,4.40%,27.80%,27.80%,40.00%,991,4.80%,1.90%,6.80%,11.40%,8.70%,30.10%,36.30%,93.20%,66.40%,222,91.40%,68.00%,205,90.20%,84.90%,395,98.70%,69.10%,169,86.40%,35.50%
"Census Tract 5093.02, Santa Clara County, California!!Male!!Margin of Error",±44,±9.6,±24.9,±33.5,±41.1,±106,±3.8,±2.8,±4.3,±5.8,±5.2,±9.8,±10.1,±4.7,±9.3,±76,±12.5,±21.9,±67,±12.5,±15.0,±67,±3.1,±14.2,±51,±13.6,±21.4
"Census Tract 5093.02, Santa Clara County, California!!Female!!Estimate",21,0.00%,0.00%,100.00%,0.00%,"1,092",2.90%,4.40%,10.30%,16.50%,9.20%,28.20%,28.50%,92.70%,56.70%,207,88.40%,48.80%,208,100.00%,88.00%,380,100.00%,57.60%,297,81.10%,39.10%
"Census Tract 5093.02, Santa Clara County, California!!Female!!Margin of Error",±26,±71.8,±71.8,±71.8,±71.8,±88,±2.4,±4.0,±4.0,±7.4,±6.5,±8.2,±9.1,±4.7,±9.4,±79,±14.8,±21.9,±61,±17.4,±13.0,±75,±10.0,±17.3,±52,±12.7,±13.7
"Census Tract 5093.03, Santa Clara County, California!!Total!!Estimate",259,5.00%,26.30%,59.10%,9.70%,"2,592",4.40%,1.70%,11.00%,15.90%,6.00%,32.30%,28.70%,93.90%,61.10%,682,100.00%,77.10%,500,97.60%,83.00%,616,91.20%,46.30%,794,88.50%,45.00%
"Census Tract 5093.03, Santa Clara County, California!!Total!!Margin of Error",±145,±8.5,±21.3,±30.0,±11.1,±239,±2.4,±1.5,±3.4,±4.6,±2.8,±5.8,±5.0,±3.5,±7.0,±154,±5.7,±11.9,±120,±3.8,±8.2,±126,±7.7,±11.2,±128,±5.1,±13.0
"Census Tract 5093.03, Santa Clara County, California!!Male!!Estimate",115,11.30%,26.10%,40.90%,21.70%,"1,235",4.30%,2.80%,4.50%,13.60%,2.80%,33.70%,38.40%,93.00%,72.10%,366,100.00%,74.30%,318,96.20%,90.90%,275,88.00%,49.80%,276,84.80%,69.60%
"Census Tract 5093.03, Santa Clara County, California!!Male!!Margin of Error",±79,±13.4,±29.4,±40.4,±27.3,±223,±4.0,±2.9,±3.0,±6.6,±3.4,±8.7,±9.1,±6.6,±10.9,±123,±10.3,±18.1,±80,±5.9,±8.6,±108,±11.1,±23.3,±97,±11.2,±16.2
"Census Tract 5093.03, Santa Clara County, California!!Female!!Estimate",144,0.00%,26.40%,73.60%,0.00%,"1,357",4.40%,0.70%,16.90%,18.00%,8.80%,31.10%,20.00%,94.80%,51.10%,316,100.00%,80.40%,182,100.00%,69.20%,341,93.80%,43.40%,518,90.50%,31.90%
"Census Tract 5093.03, Santa Clara County, California!!Female!!Margin of Error",±117,±23.9,±31.6,±31.6,±23.9,±120,±2.7,±1.2,±5.6,±6.4,±4.7,±8.9,±6.6,±2.5,±8.5,±102,±11.9,±13.4,±68,±19.6,±20.1,±64,±7.1,±14.5,±92,±5.5,±14.6
"Census Tract 5093.04, Santa Clara County, California!!Total!!Estimate",248,22.20%,58.10%,6.50%,13.30%,"2,227",9.40%,6.40%,12.60%,13.60%,4.00%,31.40%,22.60%,84.20%,54.00%,"1,119",83.40%,57.80%,448,81.00%,58.00%,543,86.90%,39.20%,117,91.50%,70.90%
"Census Tract 5093.04, Santa Clara County, California!!Total!!Margin of Error",±161,±27.1,±23.6,±12.0,±15.7,±262,±4.8,±4.8,±6.3,±6.0,±2.5,±6.1,±7.0,±6.9,±7.4,±282,±10.9,±13.3,±160,±20.0,±20.3,±87,±10.4,±13.8,±86,±11.5,±18.5
"Census Tract 5093.04, Santa Clara County, California!!Male!!Estimate",194,16.50%,70.60%,8.20%,4.60%,"1,178",13.30%,8.30%,13.50%,15.50%,3.50%,19.80%,26.10%,78.40%,45.80%,686,80.60%,49.90%,188,72.90%,52.70%,249,71.50%,21.70%,55,100.00%,81.80%
"Census Tract 5093.04, Santa Clara County, California!!Male!!Margin of Error",±133,±21.5,±22.5,±15.0,±8.6,±202,±7.0,±5.6,±9.6,±7.6,±3.3,±6.5,±10.7,±9.4,±9.9,±217,±14.2,±17.9,±78,±25.9,±25.4,±60,±21.7,±16.9,±42,±44.4,±25.0
"Census Tract 5093.04, Santa Clara County, California!!Female!!Estimate",54,42.60%,13.00%,0.00%,44.40%,"1,049",5.00%,4.30%,11.60%,11.30%,4.60%,44.50%,18.70%,90.80%,63.20%,433,87.80%,70.40%,260,86.90%,61.90%,294,100.00%,54.10%,62,83.90%,61.30%
"Census Tract 5093.04, Santa Clara County, California!!Female!!Margin of Error",±42,±48.6,±24.0,±44.8,±43.6,±172,±4.9,±4.8,±6.0,±7.3,±3.8,±9.5,±7.4,±5.9,±8.9,±177,±9.0,±13.7,±95,±17.3,±20.4,±62,±12.7,±18.5,±53,±22.4,±27.7
"Census Tract 5094.01, Santa Clara County, California!!Total!!Estimate",397,17.40%,2.00%,52.60%,28.00%,"2,153",2.20%,2.60%,9.50%,10.10%,11.10%,22.40%,42.10%,95.20%,64.50%,623,98.10%,75.30%,463,98.30%,83.40%,843,96.60%,48.20%,224,75.90%,56.70%
"Census Tract 5094.01, Santa Clara County, California!!Total!!Margin of Error",±185,±16.1,±3.4,±13.1,±11.3,±201,±1.6,±1.6,±4.2,±4.8,±4.7,±5.5,±6.5,±2.3,±7.1,±150,±2.9,±11.9,±125,±2.7,±8.8,±158,±3.2,±13.5,±32,±16.2,±17.7
"Census Tract 5094.01, Santa Clara County, California!!Male!!Estimate",205,0.00%,0.00%,61.00%,39.00%,"1,118",2.50%,2.30%,10.10%,8.50%,10.40%,14.00%,52.10%,95.20%,66.20%,394,97.00%,81.70%,245,100.00%,80.40%,417,95.20%,43.40%,62,64.50%,64.50%
"Census Tract 5094.01, Santa Clara County, California!!Male!!Margin of Error",±170,±17.6,±17.6,±11.7,±11.7,±129,±2.4,±2.1,±5.9,±5.2,±5.6,±6.4,±8.7,±3.1,±8.7,±105,±4.6,±9.4,±72,±15.0,±13.2,±98,±5.9,±16.6,±33,±28.5,±28.5
"Census Tract 5094.01, Santa Clara County, California!!Female!!Estimate",192,35.90%,4.20%,43.80%,16.10%,"1,035",1.90%,2.80%,8.90%,11.90%,11.90%,31.40%,31.20%,95.30%,62.60%,229,100.00%,64.20%,218,96.30%,86.70%,426,97.90%,52.80%,162,80.20%,53.70%
"Census Tract 5094.01, Santa Clara County, California!!Female!!Margin of Error",±98,±30.8,±6.9,±26.2,±16.5,±143,±2.0,±2.2,±4.7,±7.7,±6.2,±8.9,±7.6,±3.1,±10.2,±88,±16.0,±26.1,±71,±5.7,±11.8,±93,±3.3,±15.0,±29,±17.5,±22.7
"Census Tract 5094.03, Santa Clara County, California!!Total!!Estimate",431,22.00%,34.60%,17.90%,25.50%,"3,250",6.00%,6.70%,12.80%,16.60%,9.10%,21.60%,27.20%,87.30%,48.80%,"1,617",89.20%,60.60%,785,82.00%,44.80%,607,84.20%,20.80%,241,100.00%,52.70%
"Census Tract 5094.03, Santa Clara County, California!!Total!!Margin of Error",±183,±22.6,±24.5,±14.3,±18.6,±311,±4.6,±4.3,±6.8,±5.1,±4.4,±5.7,±6.3,±6.6,±8.4,±267,±7.9,±13.3,±222,±12.8,±13.5,±145,±12.7,±12.5,±111,±15.2,±22.8
"Census Tract 5094.03, Santa Clara County, California!!Male!!Estimate",238,23.50%,35.30%,10.90%,30.30%,"1,866",5.50%,5.60%,17.80%,11.60%,8.60%,24.40%,26.40%,88.90%,50.90%,877,92.40%,68.00%,491,79.60%,41.80%,357,88.80%,23.50%,141,100.00%,45.40%
"Census Tract 5094.03, Santa Clara County, California!!Male!!Margin of Error",±137,±26.5,±33.6,±17.7,±29.8,±331,±4.5,±4.6,±10.6,±5.4,±6.6,±8.5,±9.1,±6.3,±11.7,±232,±6.9,±19.2,±162,±15.3,±14.4,±124,±12.1,±15.9,±82,±24.3,±29.4
"Census Tract 5094.03, Santa Clara County, California!!Female!!Estimate",193,20.20%,33.70%,26.40%,19.70%,"1,384",6.60%,8.20%,6.10%,23.30%,9.90%,17.70%,28.30%,85.20%,46.00%,740,85.40%,51.90%,294,86.10%,50.00%,250,77.60%,16.80%,100,100.00%,63.00%
"Census Tract 5094.03, Santa Clara County, California!!Female!!Margin of Error",±118,±23.8,±33.8,±22.5,±22.4,±180,±6.1,±7.0,±4.4,±8.8,±5.3,±7.4,±7.2,±8.9,±8.3,±159,±12.4,±13.8,±118,±15.0,±21.7,±97,±22.9,±16.2,±56,±31.7,±28.3
"Census Tract 5094.04, Santa Clara County, California!!Total!!Estimate",489,30.30%,30.10%,16.20%,23.50%,"4,807",17.40%,5.80%,9.90%,8.70%,4.40%,22.10%,31.80%,76.80%,53.90%,"1,701",79.70%,52.20%,"1,221",71.20%,56.80%,"1,346",75.40%,53.90%,539,83.50%,52.50%
"Census Tract 5094.04, Santa Clara County, California!!Total!!Margin of Error",±213,±16.0,±17.4,±11.6,±14.8,±548,±9.0,±2.9,±5.1,±3.2,±2.0,±5.1,±6.0,±8.9,±8.3,±309,±9.4,±11.0,±381,±14.6,±16.6,±359,±16.4,±14.9,±118,±11.6,±14.7
"Census Tract 5094.04, Santa Clara County, California!!Male!!Estimate",312,43.60%,37.20%,13.10%,6.10%,"2,441",20.40%,3.60%,11.10%,6.50%,3.90%,24.10%,30.40%,76.00%,54.40%,936,78.70%,52.60%,653,66.30%,51.30%,621,77.60%,55.60%,231,88.30%,68.00%
"Census Tract 5094.04, Santa Clara County, California!!Male!!Margin of Error",±178,±20.0,±23.6,±16.2,±8.0,±461,±12.3,±3.1,±8.2,±3.4,±3.7,±7.4,±8.2,±12.2,±11.8,±171,±12.8,±13.2,±338,±22.7,±26.1,±204,±18.2,±19.1,±74,±14.5,±17.1
"Census Tract 5094.04, Santa Clara County, California!!Female!!Estimate",177,6.80%,17.50%,21.50%,54.20%,"2,366",14.40%,8.10%,8.50%,10.90%,4.80%,20.10%,33.20%,77.50%,53.30%,765,80.90%,51.80%,568,76.80%,63.20%,725,73.50%,52.40%,308,79.90%,40.90%
"Census Tract 5094.04, Santa Clara County, California!!Female!!Margin of Error",±110,±12.3,±16.4,±20.8,±27.7,±241,±6.9,±5.3,±5.1,±5.0,±2.7,±5.5,±6.5,±7.6,±7.1,±226,±12.0,±13.4,±163,±15.8,±16.4,±236,±16.3,±17.7,±83,±13.8,±16.2
"Census Tract 5095, Santa Clara County, California!!Total!!Estimate",630,7.80%,27.90%,43.30%,21.00%,"4,013",5.90%,6.20%,17.70%,17.90%,5.80%,22.50%,23.90%,87.90%,46.40%,"1,471",91.20%,56.70%,932,87.10%,42.80%,"1,195",86.90%,44.70%,415,81.00%,23.10%
"Census Tract 5095, Santa Clara County, California!!Total!!Margin of Error",±221,±8.1,±21.7,±23.2,±13.5,±400,±5.0,±3.6,±5.7,±5.2,±2.9,±5.7,±5.2,±5.4,±7.9,±383,±7.3,±15.9,±259,±7.8,±14.7,±180,±9.9,±11.3,±161,±19.4,±14.5
"Census Tract 5095, Santa Clara County, California!!Male!!Estimate",405,5.20%,24.70%,59.30%,10.90%,"2,076",8.00%,5.90%,18.60%,15.30%,4.20%,29.20%,18.80%,86.10%,48.00%,700,91.60%,57.30%,532,89.50%,47.00%,702,79.80%,45.40%,142,77.50%,18.30%
"Census Tract 5095, Santa Clara County, California!!Male!!Margin of Error",±196,±7.4,±22.6,±25.1,±11.6,±330,±6.7,±4.9,±7.1,±6.2,±3.3,±8.9,±6.7,±7.1,±11.1,±298,±11.6,±21.3,±189,±10.6,±21.0,±166,±16.2,±14.6,±65,±30.9,±19.9
"Census Tract 5095, Santa Clara County, California!!Female!!Estimate",225,12.40%,33.80%,14.70%,39.10%,"1,937",3.60%,6.60%,16.80%,20.80%,7.50%,15.30%,29.40%,89.80%,44.80%,771,90.80%,56.20%,400,84.00%,37.30%,493,97.00%,43.60%,273,82.80%,25.60%
"Census Tract 5095, Santa Clara County, California!!Female!!Margin of Error",±113,±16.9,±27.9,±15.2,±27.8,±270,±4.0,±4.9,±6.7,±9.7,±5.3,±5.8,±6.8,±5.7,±8.4,±215,±11.9,±18.9,±105,±11.9,±19.5,±103,±5.1,±14.2,±134,±23.0,±20.1
"Census Tract 5096, Santa Clara County, California!!Total!!Estimate",278,13.30%,4.30%,19.80%,62.60%,"1,935",2.40%,1.90%,5.80%,12.10%,5.50%,33.40%,39.00%,95.70%,72.40%,584,100.00%,81.50%,505,97.80%,80.40%,663,94.30%,72.50%,183,81.40%,20.20%
"Census Tract 5096, Santa Clara County, California!!Total!!Margin of Error",±123,±14.6,±8.2,±18.0,±24.3,±193,±2.4,±1.6,±3.5,±6.1,±3.5,±8.3,±8.1,±2.7,±7.3,±135,±6.6,±11.6,±166,±4.0,±10.1,±111,±4.5,±10.2,±66,±17.0,±22.6
"Census Tract 5096, Santa Clara County, California!!Male!!Estimate",220,11.80%,5.50%,20.90%,61.80%,"1,009",1.10%,0.30%,5.50%,10.90%,5.60%,32.00%,44.70%,98.60%,76.70%,297,100.00%,82.20%,285,100.00%,80.70%,378,96.30%,72.80%,49,100.00%,51.00%
"Census Tract 5096, Santa Clara County, California!!Male!!Margin of Error",±118,±13.7,±10.5,±23.2,±29.4,±146,±1.9,±0.8,±3.6,±6.2,±4.6,±10.5,±11.5,±2.1,±8.3,±97,±12.6,±11.5,±107,±13.1,±16.9,±83,±5.3,±11.2,±33,±47.0,±38.4
"Census Tract 5096, Santa Clara County, California!!Female!!Estimate",58,19.00%,0.00%,15.50%,65.50%,926,3.90%,3.60%,6.20%,13.40%,5.40%,34.90%,32.70%,92.50%,67.60%,287,100.00%,80.80%,220,95.00%,80.00%,285,91.60%,72.30%,134,74.60%,9.00%
"Census Tract 5096, Santa Clara County, California!!Female!!Margin of Error",±47,±27.0,±43.2,±26.5,±38.9,±108,±3.3,±3.4,±4.4,±9.5,±5.8,±10.2,±8.6,±4.4,±10.5,±73,±13.0,±15.3,±87,±9.0,±15.4,±57,±8.8,±18.0,±62,±22.4,±14.5
"Census Tract 5097, Santa Clara County, California!!Total!!Estimate",68,0.00%,54.40%,19.10%,26.50%,"2,234",2.50%,1.20%,13.10%,9.00%,6.30%,31.10%,36.90%,96.30%,68.00%,549,98.20%,77.00%,708,98.70%,75.40%,678,97.10%,65.90%,299,85.30%,38.50%
"Census Tract 5097, Santa Clara County, California!!Total!!Margin of Error",±53,±39.9,±39.7,±30.1,±31.2,±176,±1.7,±1.0,±5.7,±3.9,±3.0,±5.5,±5.7,±1.9,±6.2,±154,±3.4,±11.9,±99,±2.1,±10.1,±102,±3.2,±11.1,±65,±12.0,±14.9
"Census Tract 5097, Santa Clara County, California!!Male!!Estimate",41,0.00%,68.30%,31.70%,0.00%,"1,037",1.30%,1.70%,11.40%,8.00%,1.90%,36.30%,39.40%,97.00%,75.70%,253,96.00%,84.20%,399,100.00%,80.20%,270,97.00%,67.00%,115,88.70%,61.70%
"Census Tract 5097, Santa Clara County, California!!Male!!Margin of Error",±37,±51.4,±45.7,±45.7,±51.4,±123,±1.3,±1.7,±6.9,±4.3,±2.0,±8.5,±8.0,±2.1,±7.4,±100,±7.1,±13.1,±85,±9.5,±11.8,±59,±4.7,±14.4,±41,±12.7,±22.3
"Census Tract 5097, Santa Clara County, California!!Female!!Estimate",27,0.00%,33.30%,0.00%,66.70%,"1,197",3.60%,0.80%,14.50%,9.80%,10.00%,26.60%,34.80%,95.70%,61.30%,296,100.00%,70.90%,309,97.10%,69.30%,408,97.10%,65.20%,184,83.20%,23.90%
"Census Tract 5097, Santa Clara County, California!!Female!!Margin of Error",±27,±63.3,±49.4,±63.3,±49.4,±124,±2.6,±1.2,±5.8,±6.1,±5.2,±8.6,±7.0,±2.9,±8.2,±94,±12.6,±20.3,±84,±4.8,±17.5,±74,±4.4,±13.6,±47,±13.6,±14.0
"Census Tract 5098.01, Santa Clara County, California!!Total!!Estimate",238,13.90%,18.50%,42.40%,25.20%,"3,535",3.10%,2.70%,7.10%,12.60%,7.90%,31.10%,35.60%,94.30%,66.70%,558,95.90%,86.00%,"1,091",100.00%,76.80%,"1,233",86.50%,64.80%,653,97.90%,36.80%
"Census Tract 5098.01, Santa Clara County, California!!Total!!Margin of Error",±151,±14.8,±19.8,±17.9,±21.0,±208,±2.0,±1.9,±2.8,±3.9,±3.1,±6.4,±6.0,±3.1,±6.2,±190,±6.1,±12.5,±153,±3.6,±7.9,±185,±8.2,±11.9,±106,±3.5,±14.3
"Census Tract 5098.01, Santa Clara County, California!!Male!!Estimate",175,18.90%,10.30%,36.60%,34.30%,"1,693",4.80%,0.60%,8.00%,10.20%,4.40%,31.20%,40.70%,94.60%,71.90%,282,100.00%,87.90%,555,100.00%,79.10%,606,84.80%,67.50%,250,100.00%,48.80%
"Census Tract 5098.01, Santa Clara County, California!!Male!!Margin of Error",±144,±22.0,±19.1,±17.7,±23.9,±160,±3.9,±1.0,±4.0,±6.0,±2.8,±8.4,±7.5,±4.0,±8.2,±117,±13.2,±12.5,±102,±6.9,±10.4,±116,±11.2,±14.4,±62,±14.7,±21.5
"Census Tract 5098.01, Santa Clara County, California!!Female!!Estimate",63,0.00%,41.30%,58.70%,0.00%,"1,842",1.50%,4.60%,6.40%,14.70%,11.10%,30.90%,30.90%,94.00%,61.80%,276,91.70%,84.10%,536,100.00%,74.40%,627,88.20%,62.20%,403,96.50%,29.30%
"Census Tract 5098.01, Santa Clara County, California!!Female!!Margin of Error",±58,±41.5,±40.9,±40.9,±41.5,±156,±2.5,±3.4,±3.9,±5.3,±5.5,±7.8,±7.6,±3.4,±7.7,±106,±12.3,±16.6,±107,±7.2,±13.3,±116,±7.8,±14.1,±95,±5.7,±15.4
"Census Tract 5098.02, Santa Clara County, California!!Total!!Estimate",44,22.70%,18.20%,25.00%,34.10%,"1,977",4.00%,5.90%,15.10%,11.60%,4.10%,35.70%,23.50%,90.10%,59.20%,478,83.30%,59.40%,628,85.20%,71.80%,526,98.10%,62.70%,345,96.20%,30.40%
"Census Tract 5098.02, Santa Clara County, California!!Total!!Margin of Error",±31,±33.2,±28.0,±34.6,±34.5,±158,±3.2,±5.5,±4.4,±3.5,±2.6,±6.9,±6.9,±8.0,±10.3,±156,±13.4,±17.1,±141,±16.0,±19.2,±101,±3.0,±12.7,±113,±5.9,±17.0
"Census Tract 5098.02, Santa Clara County, California!!Male!!Estimate",25,40.00%,0.00%,0.00%,60.00%,"1,077",2.60%,10.00%,9.10%,10.70%,4.50%,37.90%,25.20%,87.40%,63.00%,314,74.50%,58.90%,331,87.00%,76.10%,266,100.00%,68.40%,166,92.20%,36.10%
"Census Tract 5098.02, Santa Clara County, California!!Male!!Margin of Error",±23,±52.2,±65.8,±65.8,±52.2,±110,±4.0,±10.1,±5.4,±5.2,±3.9,±9.2,±9.8,±10.5,±11.0,±119,±19.9,±21.9,±95,±15.4,±18.8,±73,±13.9,±15.2,±63,±12.5,±21.8
"Census Tract 5098.02, Santa Clara County, California!!Female!!Estimate",19,0.00%,42.10%,57.90%,0.00%,900,5.70%,1.00%,22.30%,12.80%,3.70%,33.00%,21.60%,93.30%,54.60%,164,100.00%,60.40%,297,83.20%,67.00%,260,96.20%,56.90%,179,100.00%,25.10%
"Census Tract 5098.02, Santa Clara County, California!!Female!!Margin of Error",±20,±75.5,±57.9,±57.9,±75.5,±89,±5.7,±1.6,±9.4,±5.6,±3.5,±10.4,±9.2,±5.5,±12.6,±76,±21.4,±27.5,±72,±17.5,±22.6,±60,±6.0,±18.1,±60,±19.9,±18.0
"Census Tract 5099.01, Santa Clara County, California!!Total!!Estimate",81,0.00%,28.40%,34.60%,37.00%,"1,856",2.50%,2.30%,15.60%,17.80%,6.40%,24.90%,30.40%,95.20%,55.30%,111,100.00%,89.20%,312,100.00%,83.30%,506,98.00%,63.20%,927,91.40%,37.50%
"Census Tract 5099.01, Santa Clara County, California!!Total!!Margin of Error",±62,±36.4,±43.9,±23.7,±33.4,±860,±3.6,±2.1,±8.4,±7.3,±3.9,±9.1,±5.3,±5.3,±9.1,±60,±29.4,±14.7,±83,±12.0,±13.1,±66,±3.2,±11.8,±865,±15.1,±8.4
"Census Tract 5099.01, Santa Clara County, California!!Male!!Estimate",67,0.00%,34.30%,20.90%,44.80%,741,2.20%,1.30%,5.50%,21.30%,6.90%,20.50%,42.20%,96.50%,62.80%,53,100.00%,94.30%,162,100.00%,82.70%,208,100.00%,72.60%,318,91.80%,40.90%
"Census Tract 5099.01, Santa Clara County, California!!Male!!Margin of Error",±63,±40.2,±55.0,±17.7,±37.6,±261,±2.8,±2.2,±4.3,±18.2,±4.7,±11.0,±8.3,±3.6,±12.5,±37,±45.2,±14.2,±48,±21.7,±14.1,±44,±17.4,±14.9,±263,±13.0,±11.2
"Census Tract 5099.01, Santa Clara County, California!!Female!!Estimate",14,0.00%,0.00%,100.00%,0.00%,"1,115",2.80%,3.00%,22.30%,15.40%,6.10%,27.80%,22.60%,94.30%,50.40%,58,100.00%,84.50%,150,100.00%,84.00%,298,96.60%,56.70%,609,91.10%,35.80%
"Census Tract 5099.01, Santa Clara County, California!!Female!!Margin of Error",±16,±87.9,±87.9,±87.9,±87.9,±606,±4.4,±3.3,±14.4,±5.4,±4.6,±9.9,±6.5,±7.1,±7.5,±34,±43.2,±19.0,±40,±23.1,±15.9,±43,±5.5,±14.3,±606,±17.1,±13.3
"Census Tract 5099.02, Santa Clara County, California!!Total!!Estimate",326,0.00%,17.50%,26.70%,55.80%,"3,367",3.10%,3.10%,12.40%,13.10%,7.50%,29.80%,31.10%,93.80%,60.80%,263,100.00%,65.00%,516,91.70%,82.20%,"1,439",99.90%,68.90%,"1,149",85.80%,40.20%
"Census Tract 5099.02, Santa Clara County, California!!Total!!Margin of Error",±137,±11.5,±12.0,±11.9,±20.4,±264,±2.5,±1.7,±4.8,±3.3,±2.5,±4.6,±5.1,±2.9,±5.8,±124,±14.1,±27.6,±99,±9.7,±11.2,±95,±0.4,±7.0,±204,±6.9,±10.7
"Census Tract 5099.02, Santa Clara County, California!!Male!!Estimate",108,0.00%,7.40%,50.90%,41.70%,"1,575",3.40%,3.60%,8.80%,11.10%,7.50%,28.10%,37.50%,93.00%,65.60%,143,100.00%,58.00%,230,81.30%,70.90%,710,99.70%,74.80%,492,86.80%,52.00%
"Census Tract 5099.02, Santa Clara County, California!!Male!!Margin of Error",±55,±30.0,±10.8,±25.0,±27.1,±123,±3.4,±2.8,±5.1,±4.6,±3.8,±6.3,±6.7,±4.3,±6.9,±85,±24.1,±38.4,±68,±19.3,±20.6,±75,±0.8,±9.0,±78,±9.2,±12.8
"Census Tract 5099.02, Santa Clara County, California!!Female!!Estimate",218,0.00%,22.50%,14.70%,62.80%,"1,792",2.80%,2.60%,15.60%,14.80%,7.50%,31.20%,25.40%,94.50%,56.60%,120,100.00%,73.30%,286,100.00%,91.30%,729,100.00%,63.10%,657,85.10%,31.40%
"Census Tract 5099.02, Santa Clara County, California!!Female!!Margin of Error",±120,±16.7,±18.5,±15.5,±27.8,±208,±2.2,±2.0,±6.7,±4.3,±3.1,±6.9,±6.2,±3.0,±7.3,±70,±27.7,±28.1,±64,±13.0,±12.2,±76,±5.3,±9.3,±188,±7.4,±11.9
